locId,locName,speciesCode
L6349792,"Bukit Barisan Selatan, Forest Trail",blaeag1
L6349792,"Bukit Barisan Selatan, Forest Trail",blakit1
L6349792,"Bukit Barisan Selatan, Forest Trail",brakit1
L6349792,"Bukit Barisan Selatan, Forest Trail",wbseag1
L6349792,"Bukit Barisan Selatan, Forest Trail",gyhfie1
L6349792,"Bukit Barisan Selatan, Forest Trail",baeowl1
L6349792,"Bukit Barisan Selatan, Forest Trail",brnhao1
L6349792,"Bukit Barisan Selatan, Forest Trail",diatro1
L6349792,"Bukit Barisan Selatan, Forest Trail",cirtro1
L6349792,"Bukit Barisan Selatan, Forest Trail",scrtro1
L6349792,"Bukit Barisan Selatan, Forest Trail",whchor2
L6349792,"Bukit Barisan Selatan, Forest Trail",rhihor1
L6349792,"Bukit Barisan Selatan, Forest Trail",grehor1
L6349792,"Bukit Barisan Selatan, Forest Trail",buchor1
L6349792,"Bukit Barisan Selatan, Forest Trail",blahor1
L6349792,"Bukit Barisan Selatan, Forest Trail",orphor1
L6349792,"Bukit Barisan Selatan, Forest Trail",wrehor1
L6349792,"Bukit Barisan Selatan, Forest Trail",rbbeat1
L6349792,"Bukit Barisan Selatan, Forest Trail",btbeat2
L6349792,"Bukit Barisan Selatan, Forest Trail",blekin1
L6349792,"Bukit Barisan Selatan, Forest Trail",rubkin1
L6349792,"Bukit Barisan Selatan, Forest Trail",bankin1
L6349792,"Bukit Barisan Selatan, Forest Trail",stbkin1
L6349792,"Bukit Barisan Selatan, Forest Trail",whtkin2
L6349792,"Bukit Barisan Selatan, Forest Trail",colkin1
L6349792,"Bukit Barisan Selatan, Forest Trail",ruckin1
L6349792,"Bukit Barisan Selatan, Forest Trail",dollar1
L6349792,"Bukit Barisan Selatan, Forest Trail",soobar2
L6349792,"Bukit Barisan Selatan, Forest Trail",buebar2
L6349792,"Bukit Barisan Selatan, Forest Trail",retbar1
